ts_code,name,industry,current_price,MA240_trend
301356.SZ,天振股份,家居用品,18.32,上升
301399.SZ,英特科技,机械基件,34.11,上升
605077.SH,华康股份,食品,20.23,上升
002343.SZ,慈文传媒,影视音像,8.98,上升
